gameid,league,split,playoffs,game,patch,blue_team,red_team,blue_ban1,blue_ban2,blue_ban3,blue_ban4,blue_ban5,red_ban1,red_ban2,red_ban3,red_ban4,red_ban5,blue_pick1,blue_pick2,blue_pick3,blue_pick4,blue_pick5,red_pick1,red_pick2,red_pick3,red_pick4,red_pick5,blue_win
ESPORTSTMNT03/1335641,BRCC,,0,1,10.04,Team oNe eSports,Santos e-Sports,Lucian,Pantheon,Sejuani,Mordekaiser,LeBlanc,Aphelios,Elise,Ornn,Karthus,Jarvan IV,Gangplank,Taliyah,Sett,Senna,Volibear,Aatrox,Gragas,Viktor,Varus,Tahm Kench,0
5957-7316,LPL,Spring,0,1,10.04,Royal Never Give Up,Oh My God,LeBlanc,Senna,Aatrox,Mordekaiser,Leona,Sett,Aphelios,Olaf,Zoe,Taric,Ornn,Lee Sin,Corki,Kalista,Nautilus,Gangplank,Jarvan IV,Rumble,Miss Fortune,Braum,1
5957-7317,LPL,Spring,0,2,10.04,Oh My God,Royal Never Give Up,Olaf,Rek'Sai,Ornn,Gangplank,Mordekaiser,Senna,Sett,LeBlanc,Renekton,Fiora,Irelia,Elise,Zoe,Aphelios,Nautilus,Aatrox,Lee Sin,Orianna,Miss Fortune,Leona,1
5957-7318,LPL,Spring,0,3,10.04,Royal Never Give Up,Oh My God,LeBlanc,Senna,Aatrox,Kalista,Caitlyn,Sett,Olaf,Aphelios,Gangplank,Sylas,Ornn,Rek'Sai,Rumble,Miss Fortune,Nautilus,Mordekaiser,Lee Sin,Zoe,Varus,Leona,1
5958-7319,LPL,Spring,0,1,10.04,Victory Five,Team WE,Olaf,Varus,LeBlanc,Irelia,Pantheon,Ornn,Aphelios,Tahm Kench,Renekton,Kennen,Mordekaiser,Jarvan IV,Zoe,Senna,Galio,Sett,Gragas,Yasuo,Miss Fortune,Nautilus,0
5958-7320,LPL,Spring,0,2,10.04,Team WE,Victory Five,Ornn,Lucian,Senna,Aphelios,Miss Fortune,Olaf,Sett,Sylas,Jarvan IV,Gragas,Renekton,Lee Sin,LeBlanc,Kalista,Thresh,Poppy,Elise,Zoe,Varus,Braum,1
5959-7321,LPL,Spring,0,1,10.04,Invictus Gaming,Vici Gaming,Elise,Sett,Pantheon,LeBlanc,Nautilus,Sylas,Aphelios,Senna,Braum,Varus,Kalista,Olaf,Rumble,Ezreal,Yuumi,Ornn,Trundle,Zoe,Miss Fortune,Leona,1
5959-7322,LPL,Spring,0,2,10.04,Invictus Gaming,Vici Gaming,Elise,Sett,Pantheon,LeBlanc,Ornn,Sylas,Aphelios,Senna,Braum,Rumble,Kalista,Jarvan IV,Syndra,Varus,Thresh,Kennen,Rek'Sai,Ekko,Miss Fortune,Nautilus,1
ESPORTSTMNT01/1320561,LFL,Spring,1,1,10.05,GamersOrigin,Vitality.Bee,Ziggs,Varus,Miss Fortune,Azir,Ryze,Senna,Syndra,Yuumi,Leona,Nautilus,Ornn,Karthus,LeBlanc,Aphelios,Rakan,Aatrox,Gragas,Galio,Ezreal,Taric,0
ESPORTSTMNT01/1320573,LFL,Spring,1,2,10.05,GamersOrigin,Vitality.Bee,Ziggs,Miss Fortune,Varus,Galio,Azir,Syndra,Senna,Yuumi,Leona,Nautilus,Ornn,Karthus,LeBlanc,Aphelios,Rakan,Aatrox,Gragas,Lissandra,Ezreal,Taric,1
ESPORTSTMNT01/1320583,LFL,Spring,1,3,10.05,GamersOrigin,Vitality.Bee,Ziggs,Varus,Miss Fortune,Olaf,Jarvan IV,Yuumi,Senna,Syndra,Tahm Kench,Nautilus,Ornn,Karthus,Zoe,Aphelios,Braum,Aatrox,Nocturne,Galio,Cassiopeia,Leona,1
ESPORTSTMNT01/1320593,LFL,Spring,1,4,10.05,Vitality.Bee,GamersOrigin,Syndra,LeBlanc,Karthus,Nautilus,Volibear,Senna,Ornn,Ziggs,Azir,Galio,Mordekaiser,Jarvan IV,Ryze,Ezreal,Yuumi,Renekton,Gragas,Zoe,Aphelios,Thresh,1
ESPORTSTMNT01/1320599,LFL,Spring,1,5,10.05,GamersOrigin,Vitality.Bee,Ziggs,Varus,Miss Fortune,Azir,Ryze,Senna,Karthus,Syndra,LeBlanc,Lee Sin,Ornn,Olaf,Zoe,Kai'Sa,Nautilus,Mordekaiser,Jarvan IV,Cassiopeia,Ezreal,Yuumi,1
5960-7323,LPL,Spring,0,1,10.04,eStar,LGD Gaming,Elise,Gragas,Senna,LeBlanc,Zoe,Rumble,Aphelios,Cassiopeia,Lee Sin,Taliyah,Sett,Karthus,Pantheon,Miss Fortune,Thresh,Ornn,Olaf,Sylas,Lucian,Bard,1
5960-7324,LPL,Spring,0,2,10.04,LGD Gaming,eStar,Rumble,Jarvan IV,Sett,Mordekaiser,Cassiopeia,Aphelios,Elise,Senna,Gragas,Rek'Sai,Ornn,Trundle,Sylas,Lucian,Bard,Poppy,Lee Sin,LeBlanc,Miss Fortune,Thresh,0
5961-7325,LPL,Spring,0,1,10.04,Bilibili Gaming,LNG Esports,Sett,Ornn,Pantheon,Zoe,Rumble,Yuumi,Olaf,Lee Sin,Qiyana,Lucian,Aatrox,Elise,Lissandra,Aphelios,Nautilus,Mordekaiser,Jarvan IV,LeBlanc,Senna,Tahm Kench,1
5961-7326,LPL,Spring,0,2,10.04,LNG Esports,Bilibili Gaming,Yuumi,Olaf,Lee Sin,Camille,Irelia,Sett,Ornn,Pantheon,Renekton,Zoe,Qiyana,Elise,Azir,Senna,Tahm Kench,Aatrox,Sejuani,Sylas,Aphelios,Nautilus,1
ESPORTSTMNT03/1335844,LJL,Spring,0,1,10.04,Crest Gaming Act,Burning Core,Elise,Yuumi,Darius,Leona,Syndra,LeBlanc,Zoe,Ornn,Akali,Ekko,Sett,Jarvan IV,Vladimir,Xayah,Rakan,Gangplank,Lee Sin,Viktor,Aphelios,Bard,1
5961-7327,LPL,Spring,0,3,10.04,Bilibili Gaming,LNG Esports,Sett,Ornn,Pantheon,Qiyana,Jarvan IV,Yuumi,Olaf,Elise,Zoe,LeBlanc,Aatrox,Rek'Sai,Viktor,Aphelios,Nautilus,Malphite,Poppy,Azir,Senna,Tahm Kench,0
5962-7328,LPL,Spring,0,1,10.04,EDward Gaming,Suning,Elise,Senna,Azir,Zoe,Syndra,Sett,Aphelios,Rek'Sai,Trundle,Jarvan IV,Ornn,Nunu & Willump,Lucian,Ezreal,Leona,Janna,Olaf,Lissandra,Miss Fortune,Braum,0
5962-7329,LPL,Spring,0,2,10.04,EDward Gaming,Suning,Elise,Senna,Olaf,Varus,Kalista,Sett,Aphelios,Rek'Sai,Fiora,Rumble,Sylas,Sejuani,Qiyana,Miss Fortune,Nautilus,Ornn,Jarvan IV,Azir,Jhin,Tahm Kench,0
ESPORTSTMNT04/1140068,TRA,,0,1,10.05,İstanbul Wildcats Academy,Royal Youth Academy,Ornn,Amumu,Sett,Gangplank,Mordekaiser,Senna,Annie,Aatrox,Lee Sin,Rek'Sai,Irelia,Shaco,Ekko,Aphelios,Thresh,Fiora,Jarvan IV,Syndra,Miss Fortune,Leona,1
ESPORTSTMNT04/1140073,TRA,,0,1,10.05,5 Ronin Academy,Dark Passage Academy,Aphelios,Karthus,Senna,Ezreal,Lucian,Ornn,Kalista,Sett,Ekko,Rumble,Mordekaiser,Jarvan IV,Zoe,Miss Fortune,Braum,Aatrox,Sejuani,Syndra,Kai'Sa,Yuumi,1
ESPORTSTMNT04/1140074,TRA,,0,1,10.05,Team AURORA Academy,SuperMassive Academy,Yasuo,Thresh,Pantheon,Gragas,Karthus,Sett,Kalista,Jarvan IV,Olaf,Ziggs,Ornn,Zac,Syndra,Miss Fortune,Yuumi,Aatrox,Sejuani,Diana,Senna,Tahm Kench,1
ESPORTSTMNT04/1140077,TRA,,0,1,10.05,Galakticos Academy,1907 Fenerbahçe Academy,Qiyana,Pantheon,Yuumi,Zoe,Leona,Ornn,Senna,Syndra,Cassiopeia,Braum,Aatrox,Elise,Orianna,Aphelios,Nautilus,Sett,Jarvan IV,Rumble,Miss Fortune,Thresh,0
ESPORTSTMNT01/1310842,OPL,Split 1,0,1,10.05,Dire Wolves,Avant Gaming,LeBlanc,Elise,Lucian,Ekko,Braum,Olaf,Senna,Aphelios,Cassiopeia,Syndra,Sett,Lee Sin,Orianna,Miss Fortune,Nautilus,Renekton,Taliyah,Zoe,Ezreal,Morgana,1
ESPORTSTMNT01/1310854,OPL,Split 1,0,1,10.05,Pentanet.GG,Legacy Esports,Yuumi,Senna,Sett,Taric,Cho'Gath,Pantheon,Ornn,Aphelios,Aatrox,Leona,Maokai,Lee Sin,LeBlanc,Miss Fortune,Braum,Soraka,Jarvan IV,Syndra,Kalista,Nautilus,1
5963-7330,LPL,Spring,0,1,10.04,Oh My God,Rogue Warriors,Olaf,Rumble,Pantheon,Renekton,Qiyana,Sett,Senna,Ornn,LeBlanc,Irelia,Gangplank,Lee Sin,Zoe,Aphelios,Nautilus,Aatrox,Elise,Azir,Miss Fortune,Leona,1
ESPORTSTMNT01/1310866,OPL,Split 1,0,1,10.05,Avant Gaming,Gravitas,Ekko,Olaf,Sett,Yuumi,Elise,Aphelios,Kindred,Miss Fortune,Nautilus,Kalista,Gangplank,Taliyah,Lucian,Kog'Maw,Lulu,Renekton,Zac,Akali,Ezreal,Morgana,1
5963-7331,LPL,Spring,0,2,10.04,Rogue Warriors,Oh My God,Zoe,Rumble,Varus,Nautilus,Leona,Sett,Ornn,Karthus,Tahm Kench,Mordekaiser,Renekton,Lee Sin,LeBlanc,Vayne,Senna,Aatrox,Olaf,Galio,Aphelios,Blitzcrank,0
5964-7332,LPL,Spring,0,1,10.04,Team WE,Vici Gaming,Ornn,Gragas,Senna,LeBlanc,Zoe,Olaf,Sett,Pantheon,Elise,Taliyah,Renekton,Jarvan IV,Rumble,Aphelios,Thresh,Mordekaiser,Lee Sin,Sylas,Miss Fortune,Nautilus,1
ESPORTSTMNT01/1310892,OPL,Split 1,0,1,10.05,Chiefs Esports Club,Legacy Esports,Syndra,Miss Fortune,Ornn,Varus,Tristana,Sett,Aphelios,Akali,Camille,Vayne,Aatrox,Lee Sin,LeBlanc,Senna,Tahm Kench,Sion,Jarvan IV,Cho'Gath,Kog'Maw,Lulu,0
5964-7333,LPL,Spring,0,2,10.04,Team WE,Vici Gaming,Ornn,Elise,Varus,Lee Sin,Olaf,Sett,Aphelios,Senna,Thresh,Leona,Renekton,Ekko,Pantheon,Kalista,Taric,Aatrox,Rek'Sai,Zoe,Miss Fortune,Nautilus,1
ESPORTSTMNT01/1310914,PCS,Spring,0,1,10.05,ahq eSports Club,Nova Esports,Elise,LeBlanc,Senna,Nautilus,Leona,Aphelios,Zoe,Rek'Sai,Thresh,Yuumi,Sett,Olaf,Syndra,Varus,Tahm Kench,Renekton,Trundle,Ekko,Miss Fortune,Braum,1
5965-7334,LPL,Spring,0,1,10.04,Dominus Esports,FunPlus Phoenix,Nautilus,Pantheon,Olaf,Thresh,Rumble,Sett,Aphelios,Ornn,Leona,Senna,Aatrox,Elise,Qiyana,Miss Fortune,Alistar,Renekton,Rek'Sai,Sylas,Kalista,Rakan,0
ESPORTSTMNT01/1321017,VCS,Spring,0,1,10.05,CERBERUS Esports,Team Secret,Olaf,Syndra,Lucian,Lee Sin,Nidalee,Elise,Blitzcrank,Sett,Jarvan IV,Rek'Sai,Kalista,Pantheon,Karma,Varus,Yuumi,Irelia,Shyvana,Jayce,Senna,Tahm Kench,0
ESPORTSTMNT01/1310941,PCS,Spring,0,1,10.05,Liyab Esports,J Team,Syndra,Zoe,Olaf,Varus,Kalista,Aphelios,Senna,Ornn,Sett,,Jayce,Elise,Pantheon,Ezreal,Braum,Renekton,Rek'Sai,Nautilus,Kai'Sa,Thresh,1
5965-7335,LPL,Spring,0,2,10.04,Dominus Esports,FunPlus Phoenix,Nautilus,Pantheon,Olaf,Braum,Mordekaiser,Sett,Aphelios,Elise,Aatrox,Rumble,Vladimir,Jarvan IV,Sylas,Senna,Tahm Kench,Ornn,Lee Sin,Kassadin,Varus,Yuumi,0
ESPORTSTMNT01/1321030,VCS,Spring,0,2,10.05,Team Secret,CERBERUS Esports,Elise,Blitzcrank,Renekton,Jarvan IV,Gragas,Olaf,Senna,Lucian,Jayce,Tristana,Aatrox,Shyvana,Kalista,Syndra,Thresh,Sett,Sejuani,Zoe,Aphelios,Nautilus,0
ESPORTSTMNT01/1310949,PCS,Spring,0,1,10.05,Alpha Esports,Resurgence,Syndra,Senna,LeBlanc,Bard,Ornn,Aphelios,Sett,Ezreal,Varus,Kalista,Aatrox,Rek'Sai,Zoe,Jinx,Tahm Kench,Maokai,Lee Sin,Cassiopeia,Miss Fortune,Braum,1
ESPORTSTMNT01/1321040,VCS,Spring,0,3,10.05,CERBERUS Esports,Team Secret,Senna,Olaf,Lucian,Tristana,Jayce,Elise,Blitzcrank,Aphelios,Sejuani,Jarvan IV,Renekton,Rek'Sai,Zoe,Miss Fortune,Thresh,Maokai,Shyvana,Irelia,Syndra,Nautilus,1
ESPORTSTMNT01/1310960,PCS,Spring,0,1,10.05,J Team,Machi Esports,Zoe,Syndra,Elise,Gnar,Sylas,Aphelios,Senna,Sett,Tahm Kench,Yuumi,Aatrox,Olaf,Ornn,Ezreal,Rakan,Kennen,Jarvan IV,Azir,Miss Fortune,Braum,0
ESPORTSTMNT01/1310979,PCS,Spring,0,1,10.05,Alpha Esports,Hong Kong Attitude,Syndra,Senna,Rek'Sai,Rakan,Yuumi,Aphelios,Sett,Lee Sin,Olaf,Elise,Aatrox,Gragas,Vayne,Miss Fortune,Braum,Renekton,Sejuani,Zoe,Ezreal,Ornn,1
ESPORTSTMNT01/1321057,VCS,Spring,0,1,10.05,EVOS Esports,V Gaming Adonis,Lucian,Gragas,Renekton,Nautilus,Leona,Sett,Xayah,Aphelios,Rek'Sai,Jarvan IV,Mordekaiser,Trundle,Syndra,Miss Fortune,Thresh,Rumble,Pantheon,Kalista,Ezreal,Taric,1
ESPORTSTMNT01/1321064,VCS,Spring,0,2,10.05,V Gaming Adonis,EVOS Esports,Syndra,Xayah,Elise,Sett,Mordekaiser,Lucian,Gragas,Renekton,Rumble,Orianna,Aatrox,Jarvan IV,Sylas,Aphelios,Nautilus,Irelia,Trundle,Azir,Miss Fortune,Thresh,1
ESPORTSTMNT04/1140087,TRA,,0,1,10.05,5 Ronin Academy,SuperMassive Academy,Aphelios,Thresh,Senna,Yasuo,Pantheon,Sett,Kalista,Yuumi,Ornn,Cassiopeia,Renekton,Jarvan IV,LeBlanc,Varus,Tahm Kench,Kennen,Gragas,Irelia,Miss Fortune,Nautilus,0
ESPORTSTMNT01/1311002,PCS,Spring,0,1,10.05,Berjaya Dragons,Talon Esports,Senna,Ornn,Yuumi,Gangplank,Mordekaiser,Aphelios,Olaf,Sett,Quinn,Braum,Aatrox,Gragas,Zoe,Ezreal,Tahm Kench,Renekton,Rek'Sai,LeBlanc,Miss Fortune,Bard,0
ESPORTSTMNT01/1321081,VCS,Spring,0,3,10.05,EVOS Esports,V Gaming Adonis,Lucian,Gragas,Renekton,Aatrox,Fiora,Xayah,Vladimir,Irelia,Nidalee,Olaf,Mordekaiser,Rek'Sai,Syndra,Aphelios,Nautilus,Gangplank,Elise,Sylas,Kalista,Thresh,1
ESPORTSTMNT04/1140095,TRA,,0,1,10.05,Royal Youth Academy,1907 Fenerbahçe Academy,Thresh,Gragas,Rumble,Braum,Zilean,Syndra,Ornn,Jarvan IV,Aatrox,Mordekaiser,Vladimir,Rek'Sai,Zoe,Aphelios,Nautilus,Sett,Lee Sin,Cassiopeia,Miss Fortune,Leona,0
ESPORTSTMNT04/1140099,TRA,,0,1,10.05,Team AURORA Academy,İstanbul Wildcats Academy,Yasuo,Vladimir,Varus,Jarvan IV,Karthus,Sett,Ziggs,Sylas,Ezreal,Miss Fortune,Ornn,Olaf,Rumble,Aphelios,Yuumi,Aatrox,Elise,Azir,Senna,Tahm Kench,0
ESPORTSTMNT04/1140100,TRA,,0,1,10.05,Beşiktaş Academy,Dark Passage Academy,Karthus,Yuumi,Varus,Braum,Leona,Ornn,Zac,,Gragas,Olaf,Aatrox,Poppy,Ryze,Senna,Tahm Kench,Sett,Jarvan IV,Cassiopeia,Aphelios,Pyke,0
5966-7336,LPL,Spring,0,1,10.04,Victory Five,JD Gaming,Karma,Ornn,LeBlanc,Thresh,Morgana,Sett,Senna,Olaf,Kalista,Varus,Aatrox,Elise,Zoe,Lucian,Leona,Renekton,Lee Sin,Syndra,Miss Fortune,Nautilus,0
5966-7337,LPL,Spring,0,2,10.04,JD Gaming,Victory Five,Sett,Senna,Olaf,Kalista,Leona,Elise,Aphelios,Lee Sin,LeBlanc,Irelia,Aatrox,Sylas,Lucian,Miss Fortune,Thresh,Ornn,Jarvan IV,Taliyah,Ezreal,Tahm Kench,1
5967-7338,LPL,Spring,0,1,10.04,eStar,EDward Gaming,Rek'Sai,Jarvan IV,Ornn,Blitzcrank,Nautilus,Senna,Olaf,Sett,Quinn,LeBlanc,Mordekaiser,Lee Sin,Rumble,Aphelios,Thresh,Renekton,Sejuani,Sylas,Miss Fortune,Braum,0
ESPORTSTMNT01/1321252,PCS,Spring,0,1,10.05,Hong Kong Attitude,Machi Esports,Yuumi,Syndra,Azir,Rakan,Thresh,Aphelios,Sett,Senna,Ezreal,Varus,Ornn,Rek'Sai,Zoe,Lucian,Braum,Aatrox,Jarvan IV,Orianna,Miss Fortune,Bard,0
5967-7339,LPL,Spring,0,2,10.04,eStar,EDward Gaming,Rek'Sai,Jarvan IV,Senna,Leona,Sylas,Olaf,Sett,Ornn,Thresh,Mordekaiser,Maokai,Lee Sin,Rumble,Aphelios,Morgana,Renekton,Sejuani,Azir,Miss Fortune,Nautilus,0
ESPORTSTMNT01/1321269,VCS,Spring,0,1,10.05,GAM Esports,Team Flash,Blitzcrank,Kalista,Aphelios,Olaf,Shyvana,Senna,Pantheon,Elise,Irelia,Galio,Sett,Rek'Sai,Syndra,Miss Fortune,Nautilus,Kennen,Lee Sin,Lucian,Xayah,Thresh,1
ESPORTSTMNT01/1321275,PCS,Spring,0,1,10.05,Nova Esports,Alpha Esports,Sett,Zoe,Varus,Orianna,Kassadin,Aphelios,Syndra,Senna,Renekton,Mordekaiser,Fiora,Elise,Pantheon,Kalista,Thresh,Aatrox,Lee Sin,Sylas,Miss Fortune,Nautilus,1
5968-7340,LPL,Spring,0,1,10.04,Bilibili Gaming,Suning,Ornn,Sett,Olaf,LeBlanc,Zoe,Rek'Sai,Elise,Aphelios,Qiyana,Sejuani,Maokai,Graves,Azir,Senna,Nautilus,Janna,Jarvan IV,Kassadin,Miss Fortune,Leona,0
ESPORTSTMNT04/1140106,TCL,Winter,0,1,10.05,İstanbul Wildcats,Royal Youth,Gangplank,Sett,Tristana,Irelia,Kalista,Senna,Pantheon,Ornn,Elise,Rek'Sai,Aatrox,Gragas,Yasuo,Aphelios,Braum,Renekton,Jarvan IV,Diana,Syndra,Thresh,1
5968-7341,LPL,Spring,0,2,10.04,Bilibili Gaming,Suning,Sett,Ornn,Olaf,LeBlanc,Zoe,Rek'Sai,Elise,Aphelios,Qiyana,Gragas,Maokai,Sylas,Lucian,Senna,Nautilus,Janna,Jarvan IV,Kassadin,Miss Fortune,Leona,0
ESPORTSTMNT01/1321280,VCS,Spring,0,2,10.05,Team Flash,GAM Esports,Pantheon,Senna,Lucian,Miss Fortune,Leona,Blitzcrank,Aphelios,Kalista,Rek'Sai,Shyvana,Sett,Olaf,Nautilus,Kai'Sa,Thresh,Renekton,Lee Sin,Syndra,Xayah,Rakan,1
ESPORTSTMNT01/1321293,PCS,Spring,0,1,10.05,Berjaya Dragons,Nova Esports,Elise,Renekton,Senna,Ekko,LeBlanc,Zoe,Sett,Aphelios,Rek'Sai,Olaf,Aatrox,Gragas,Syndra,Miss Fortune,Nautilus,Fiora,Lee Sin,Kassadin,Kalista,Thresh,1
ESPORTSTMNT04/1140119,TCL,Winter,0,1,10.05,5 Ronin,Dark Passage,Aphelios,Yuumi,Senna,Nautilus,Thresh,Kalista,Sett,Ornn,Zoe,Syndra,Aatrox,Jarvan IV,Cassiopeia,Miss Fortune,Braum,Irelia,Karthus,Pantheon,Ezreal,Rakan,0
ESPORTSTMNT01/1311257,VCS,Spring,0,3,10.05,GAM Esports,Team Flash,Kalista,Olaf,Thresh,Rakan,Fiora,Pantheon,Senna,Sett,Lucian,Sylas,Aatrox,Rek'Sai,Galio,Aphelios,Braum,Mordekaiser,Nidalee,Nautilus,Xayah,Leona,1
ESPORTSTMNT04/1150169,LCL,Spring,0,1,10.05,Vega Squadron,Dragon Army,Karthus,Yuumi,Senna,Jarvan IV,Kalista,Thresh,Sylas,Aphelios,Kha'Zix,Ekko,Ornn,Rek'Sai,Zoe,Kai'Sa,Braum,Sett,Trundle,LeBlanc,Miss Fortune,Nautilus,0
ESPORTSTMNT01/1311266,PCS,Spring,0,1,10.05,ahq eSports Club,Talon Esports,Elise,Yuumi,Varus,Ezreal,Kalista,Aphelios,Olaf,Senna,Sejuani,Nautilus,Sett,Lee Sin,Zoe,Miss Fortune,Leona,Ornn,Rek'Sai,LeBlanc,Xayah,Rakan,0
ESPORTSTMNT04/1140135,TCL,Winter,0,1,10.05,Team AURORA,Papara SuperMassive,Pantheon,Senna,Aatrox,Zoe,Vel'Koz,Sett,Syndra,Kalista,Trundle,Jarvan IV,Ornn,Karthus,Ziggs,Xayah,Rakan,Fiora,Sejuani,Azir,Aphelios,Tahm Kench,0
ESPORTSTMNT01/1311289,VCS,Spring,0,1,10.05,Saigon Buffalo,FTV Esports,Gragas,Diana,Elise,LeBlanc,Maokai,Sett,Aphelios,Senna,Renekton,Thresh,Akali,Rek'Sai,Zoe,Kalista,Leona,Yasuo,Trundle,Ornn,Miss Fortune,Nautilus,1
ESPORTSTMNT01/1321328,PCS,Spring,0,1,10.05,J Team,Berjaya Dragons,Syndra,Ornn,Jarvan IV,Sylas,Braum,Aatrox,Renekton,Elise,Aphelios,Senna,Mordekaiser,Rek'Sai,LeBlanc,Miss Fortune,Nautilus,Sett,Sejuani,Irelia,Ezreal,Morgana,0
ESPORTSTMNT04/1140148,TCL,Winter,0,1,10.05,Galakticos,1907 Fenerbahçe Esports,Kalista,Lucian,Elise,Olaf,LeBlanc,Jarvan IV,Ornn,Sejuani,Yasuo,Syndra,Sett,Gragas,Zoe,Senna,Nautilus,Aatrox,Pantheon,Taliyah,Varus,Tahm Kench,0
ESPORTSTMNT04/1150190,LCL,Spring,0,1,10.05,Gambit Esports,CrowCrowd,Syndra,Miss Fortune,Kalista,LeBlanc,Ekko,Senna,Pantheon,Aphelios,Neeko,Olaf,Ornn,Sejuani,Yasuo,Kai'Sa,Nautilus,Sett,Rek'Sai,Cassiopeia,Ezreal,Thresh,1
ESPORTSTMNT01/1311328,VCS,Spring,0,2,10.05,FTV Esports,Saigon Buffalo,Senna,Syndra,Sett,Mordekaiser,Ornn,Gragas,Aphelios,Olaf,Renekton,Pantheon,Tristana,Elise,Jayce,Kai'Sa,Nautilus,Akali,Lee Sin,Zoe,Miss Fortune,Thresh,0
ESPORTSTMNT04/1150193,LCL,Spring,0,1,10.05,M19,Elements Pro Gaming,Sylas,Ziggs,Senna,Sejuani,Viktor,Syndra,Vladimir,Aphelios,Jarvan IV,Olaf,Ornn,Elise,Cassiopeia,Miss Fortune,Leona,Mordekaiser,Rek'Sai,Anivia,Varus,Nautilus,0
ESPORTSTMNT04/1150200,LCL,Spring,0,1,10.05,RoX,Unicorns Of Love.CIS,Karthus,Cassiopeia,Lucian,Ekko,Thresh,Senna,Miss Fortune,Yuumi,Rumble,Viktor,Mordekaiser,Gragas,Pantheon,Aphelios,Nautilus,Ornn,Elise,Graves,Neeko,Braum,1
ESPORTSTMNT01/1321377,CBLOL,Split 1,0,1,10.05,INTZ,Vivo Keyd,LeBlanc,Pantheon,Aphelios,Karthus,Elise,Gragas,Senna,Ornn,Tristana,Corki,Sett,Trundle,Camille,Miss Fortune,Yuumi,Jax,Ekko,Azir,Ezreal,Karma,1
ESPORTSTMNT01/1321394,CBLOL,Split 1,0,1,10.05,Flamengo Esports,FURIA Esports,LeBlanc,Aphelios,Senna,Leona,Nautilus,Elise,Sett,Yuumi,Taric,Thresh,Lucian,Karthus,Pantheon,Kalista,Blitzcrank,Renekton,Taliyah,Ornn,Miss Fortune,Rakan,1
ESPORTSTMNT01/1321408,CBLOL,Split 1,0,1,10.05,KaBuM! e-Sports,Prodigy Esports,Pantheon,Qiyana,Ornn,Irelia,Ekko,Yuumi,Senna,Olaf,Lee Sin,Sejuani,Rumble,Graves,Syndra,Aphelios,Braum,Renekton,Elise,Zoe,Varus,Nautilus,1
ESPORTSTMNT01/1321427,CBLOL,Split 1,0,1,10.05,Redemption eSports Porto Alegre,paiN Gaming,LeBlanc,Olaf,Kalista,Karma,Tahm Kench,Ornn,Aphelios,Senna,Yuumi,Braum,Rumble,Pantheon,Lucian,Kai'Sa,Galio,Renekton,Elise,Cassiopeia,Ezreal,Nautilus,0
ESPORTSTMNT01/1311468,VCS,Spring,0,1,10.05,FTV Esports,CERBERUS Esports,Zoe,Thresh,Renekton,Mordekaiser,Ornn,Gragas,Lucian,Senna,Olaf,Jarvan IV,Kalista,Ekko,Syndra,Miss Fortune,Sett,Aatrox,Elise,Nautilus,Aphelios,Leona,1
ESPORTSTMNT01/1311478,VCS,Spring,0,2,10.05,CERBERUS Esports,FTV Esports,Gragas,Lucian,Syndra,Rumble,Ekko,Sett,Renekton,Zoe,Vladimir,Mordekaiser,Pantheon,Elise,Akali,Aphelios,Thresh,Ornn,Olaf,Diana,Miss Fortune,Braum,1
5969-7342,LPL,Spring,0,1,10.04,Rogue Warriors,Invictus Gaming,LeBlanc,Senna,Kalista,Syndra,Lucian,Pantheon,Sett,Elise,Irelia,Zoe,Mordekaiser,Olaf,Taliyah,Miss Fortune,Nautilus,Rumble,Lee Sin,Orianna,Aphelios,Thresh,0
ESPORTSTMNT01/1311494,VCS,Spring,0,3,10.05,FTV Esports,CERBERUS Esports,Zoe,Thresh,Renekton,Ornn,Mordekaiser,Syndra,Sett,Lucian,Jayce,Gangplank,Irelia,Nidalee,Galio,Aphelios,Tahm Kench,Aatrox,Elise,Akali,Miss Fortune,Nautilus,1
5969-7343,LPL,Spring,0,2,10.04,Rogue Warriors,Invictus Gaming,LeBlanc,Senna,Kalista,Sylas,Quinn,Pantheon,Sett,Elise,Nautilus,Leona,Renekton,Olaf,Rumble,Aphelios,Blitzcrank,Kennen,Jarvan IV,Syndra,Varus,Thresh,1
ESPORTSTMNT01/1321561,PCS,Spring,0,1,10.05,Liyab Esports,Resurgence,Bard,Senna,Elise,Lee Sin,Olaf,Aphelios,Zoe,Rek'Sai,Pantheon,Blitzcrank,Lucian,Gragas,Galio,Ezreal,Braum,Sett,Xin Zhao,LeBlanc,Miss Fortune,Thresh,0
ESPORTSTMNT01/1311512,VCS,Spring,0,1,10.05,V Gaming Adonis,GAM Esports,Senna,Sett,Cassiopeia,Mordekaiser,Renekton,Thresh,Elise,Aphelios,Xin Zhao,Jarvan IV,Pantheon,Sejuani,Irelia,Xayah,Blitzcrank,Aatrox,Qiyana,Syndra,Lucian,Nautilus,0
5969-7344,LPL,Spring,0,3,10.04,Rogue Warriors,Invictus Gaming,LeBlanc,Senna,Kalista,Quinn,Sylas,Pantheon,Sett,Rumble,Yuumi,Renekton,Ornn,Olaf,Zoe,Aphelios,Thresh,Lucian,Trundle,Neeko,Ezreal,Tahm Kench,0
